0, 663.5, 23.137254901960784, 96,
13.72549019607843, 0, 654.5, 22.745098039215687, 96,
13.72549019607843, 0, 652.5, 23.137254901960784, 96,
13.72549019607843, 0, 650.0, 22.745098039215687, 96,
13.72549019607843, 0, 652.0, 23.137254901960784, 96,
13.72549019607843, 0, 658.0, 22.745098039215687, 96,
13.333333333333334, 0, 658.5, 22.745098039215687, 96,
13.333333333333334, 0, 646.5, 22.745098039215687, 96,
13.333333333333334, 0, 620.0, 23.137254901960784, 96,
13.333333333333334, 0, 627.5, 23.92156862745098, 96,
13.72549019607843, 0, 669.5, 23.137254901960784, 96,
13.72549019607843, 0, 661.0, 23.137254901960784, 96,
13.72549019607843, 0, 663.0, 22.745098039215687, 96,
13.72549019607843, 0, 655.5, 22.745098039215687, 96,
13.333333333333334, 0, 652.5, 22.745098039215687, 96,
13.333333333333334, 0, 644.5, 22.745098039215687, 96,
13.333333333333334, 0, 640.0, 23.137254901960784, 96,
13.333333333333334, 0, 645.5, 23.137254901960784, 96,
13.333333333333334, 0, 639.5, 23.137254901960784, 96,
13.333333333333334, 0, 657.0, 22.745098039215687, 96,
13.72549019607843, 0, 660.5, 22.352941176470587, 96,
13.333333333333334, 0, 643.0, 22.745098039215687, 96,
13.333333333333334, 0, 637.5, 23.137254901960784, 96,
13.333333333333334, 0, 637.5, 23.137254901960784, 96,
13.333333333333334, 0, 647.5, 23.137254901960784, 96,
13.72549019607843, 0, 655.5, 22.745098039215687, 96,
13.72549019607843, 0, 663.5, 22.745098039215687, 96,
13.72549019607843, 0, 658.5, 22.745098039215687, 96,
13.333333333333334, 0, 654.5, 22.745098039215687, 96,
13.333333333333334, 0, 650.5, 22.745098039215687, 96,
13.333333333333334, 0, 640.5, 22.745098039215687, 96,
13.333333333333334, 0, 638.0, 23.137254901960784, 96,
13.333333333333334, 0, 641.5, 23.137254901960784, 96,
13.333333333333334, 0, 648.5, 22.745098039215687, 96,
13.333333333333334, 0, 652.0, 22.745098039215687, 96,
13.333333333333334, 0, 648.5, 23.137254901960784, 96,
13.333333333333334, 0, 657.5, 22.745098039215687, 96,
13.333333333333334, 0, 655.0, 22.745098039215687, 96,
13.333333333333334, 0, 646.0, 23.137254901960784, 97,
13.333333333333334, 0, 639.0, 23.137254901960784, 97,
13.333333333333334, 0, 652.5, 23.137254901960784, 97,
13.333333333333334, 0, 652.5, 22.745098039215687, 97,
13.333333333333334, 0, 659.0, 22.745098039215687, 97,
13.72549019607843, 0, 641.5, 23.529411764705884, 97,
13.72549019607843, 0, 624.5, 25.098039215686274, 97,
13.72549019607843, 0, 632.0, 25.88235294117647, 97,
14.117647058823529, 0, 645.0, 26.666666666666668, 97,
14.509803921568627, 0, 691.0, 26.666666666666668, 97,
14.117647058823529, 0, 676.0, 25.88235294117647, 97,
14.117647058823529, 0, 661.5, 25.88235294117647, 97,
14.117647058823529, 0, 657.5, 25.49019607843137, 97,
14.117647058823529, 0, 643.5, 25.88235294117647, 97,
14.117647058823529, 0, 644.0, 26.274509803921568, 97,
14.117647058823529, 0, 636.5, 26.274509803921568, 97,
14.117647058823529, 0, 645.5, 26.274509803921568, 97,
14.117647058823529, 0, 651.5, 26.274509803921568, 97,
14.117647058823529, 0, 652.5, 25.88235294117647, 97,
14.117647058823529, 0, 651.5, 25.88235294117647, 97,
14.117647058823529, 0, 648.5, 25.88235294117647, 97,
14.117647058823529, 0, 646.0, 26.274509803921568, 97,
14.117647058823529, 0, 640.0, 26.274509803921568, 97,
14.117647058823529, 0, 642.5, 26.274509803921568, 97,
14.117647058823529, 0, 648.0, 26.274509803921568, 97,
14.117647058823529, 0, 660.5, 25.88235294117647, 97,
14.117647058823529, 0, 653.5, 25.88235294117647, 96,
14.117647058823529, 0, 650.0, 25.88235294117647, 96,
14.117647058823529, 0, 642.5, 25.88235294117647, 96,
14.117647058823529, 0, 639.5, 26.274509803921568, 96,
14.117647058823529, 0, 650.0, 26.274509803921568, 96,
14.117647058823529, 0, 647.5, 26.274509803921568, 96,
14.117647058823529, 0, 651.5, 25.88235294117647, 96,
14.117647058823529, 0, 651.5, 25.88235294117647, 95,
14.117647058823529, 0, 641.0, 25.88235294117647, 95,
14.117647058823529, 0, 644.5, 26.274509803921568, 95,
14.117647058823529, 0, 641.5, 26.274509803921568, 94,
14.117647058823529, 0, 648.0, 26.274509803921568, 94,
14.117647058823529, 0, 653.5, 25.88235294117647, 93,
